0,2.3738000891171396e-05
1,1.645700103836134e-05
2,1.5956997231114656e-05
3,1.5803998394403607e-05
4,1.575000351294875e-05
5,1.574400084791705e-05
6,1.571200118632987e-05
7,1.574800262460485e-05
8,1.5767996956128627e-05
9,1.5662000805605203e-05
10,1.5714002074673772e-05
11,1.5634002920705825e-05
12,1.5751997125335038e-05
13,1.572800101712346e-05
14,1.5688005078118294e-05
15,1.5748999430797994e-05
16,1.5720994269941002e-05
17,1.5721001545898616e-05
18,1.5728997823316604e-05
19,1.5780999092385173e-05
20,1.5658995835110545e-05
21,1.575599890202284e-05
22,1.566599530633539e-05
23,1.5698999050073326e-05
24,1.5729005099274218e-05
25,1.5796998923178762e-05
26,1.575799979036674e-05
27,1.5652003639843315e-05
28,1.569999585626647e-05
29,1.5732999600004405e-05
30,1.572800101712346e-05
31,1.569400046719238e-05
32,1.5692996385041624e-05
33,1.5700003132224083e-05
34,1.5738994989078492e-05
35,1.5678000636398792e-05
36,1.5776997315697372e-05
37,1.5666999388486147e-05
38,1.5789002645760775e-05
39,1.5715995687060058e-05
40,1.5712997992523015e-05
41,1.574400084791705e-05
42,1.5732999600004405e-05
43,1.5698999050073326e-05
44,1.560700184199959e-05
45,1.5754005289636552e-05
46,1.569300366099924e-05
47,1.5696998161729425e-05
48,1.5696998161729425e-05
49,1.5789002645760775e-05
50,1.5705001715105027e-05
51,1.5780999092385173e-05
52,1.571200118632987e-05
53,1.5751997125335038e-05
54,1.5644000086467713e-05
55,1.562100078444928e-05
56,1.575599890202284e-05
57,1.5682999219279736e-05
58,1.5751997125335038e-05
59,1.5814999642316252e-05
60,1.5810001059435308e-05
61,1.5694997273385525e-05
62,1.5721001545898616e-05
63,1.566799619467929e-05
64,1.563599653309211e-05
65,1.5735000488348305e-05
66,1.5719000657554716e-05
67,1.568799780216068e-05
68,1.5702004020567983e-05
69,1.5650999557692558e-05
70,1.5700999938417226e-05
71,1.566999708302319e-05
72,1.5704004908911884e-05
73,1.5755002095829695e-05
74,1.5675999748054892e-05
75,1.5747005818411708e-05
76,1.5648998669348657e-05
77,1.5748999430797994e-05
78,1.5687000995967537e-05
79,1.571200118632987e-05
80,1.5650002751499414e-05
81,1.5714998880866915e-05
82,1.5662997611798346e-05
83,1.579299714649096e-05
84,1.565700222272426e-05
85,1.5718003851361573e-05
86,1.5662997611798346e-05
87,1.564100239193067e-05
88,1.574199995957315e-05
89,1.5785000869072974e-05
90,1.5782999980729073e-05
91,1.569999585626647e-05
92,1.575499481987208e-05
93,1.5637997421436012e-05
94,1.5680001524742693e-05
95,1.572800101712346e-05
96,1.571000029798597e-05
97,1.5700003132224083e-05
98,1.576800423208624e-05
99,1.575299393152818e-05
100,1.5706005797255784e-05
101,1.576000067871064e-05
102,1.5730998711660504e-05
103,1.5689001884311438e-05
104,1.5686004189774394e-05
105,1.5728997823316604e-05
106,1.5709003491792828e-05
107,1.5694997273385525e-05
108,1.5684003301430494e-05
109,1.572600012877956e-05
110,1.5761994291096926e-05
111,1.5739002265036106e-05
112,1.5716002963017672e-05
113,1.5680998330935836e-05
114,1.5696001355536282e-05
115,1.5735000488348305e-05
116,1.573699410073459e-05
117,1.5682999219279736e-05
118,1.5632998838555068e-05
119,1.5584002539981157e-05
120,1.5764999261591583e-05
121,1.5694997273385525e-05
122,1.569900632603094e-05
123,1.5680998330935836e-05
124,1.5767000149935484e-05
125,1.5644996892660856e-05
126,1.5682002413086593e-05
127,1.5700003132224083e-05
128,1.5757002984173596e-05
129,1.5672005247324705e-05
130,1.5676996554248035e-05
131,1.5653000446036458e-05
132,1.565500133438036e-05
133,1.5754005289636552e-05
134,1.5748999430797994e-05
135,1.5738994989078492e-05
136,1.565500133438036e-05
137,1.5783996786922216e-05
138,1.5675999748054892e-05
139,1.580899697728455e-05
140,1.5638004697393626e-05
141,1.5658995835110545e-05
142,1.5650002751499414e-05
143,1.5698999050073326e-05
144,1.568799780216068e-05
145,1.5795994841028005e-05
146,1.574800262460485e-05
147,1.572800101712346e-05
148,1.5732999600004405e-05
149,1.5677993360441178e-05
150,1.5753001207485795e-05
151,1.5614001313224435e-05
152,1.572199835209176e-05
153,1.5653000446036458e-05
154,1.5682999219279736e-05
155,1.5646000974811614e-05
156,1.567399885971099e-05
157,1.5700003132224083e-05
158,1.5763005649205297e-05
159,1.5761004760861397e-05
160,1.573000190546736e-05
161,1.567999424878508e-05
162,1.568999869050458e-05
163,1.5731995517853647e-05
164,1.5612000424880534e-05
165,1.5726996934972703e-05
166,1.5664001693949103e-05
167,1.568799780216068e-05
168,1.5639998309779912e-05
169,1.5775993233546615e-05
170,1.5715995687060058e-05
171,1.571999746374786e-05
172,1.568999869050458e-05
173,1.5712997992523015e-05
174,1.5713994798716158e-05
175,1.5726996934972703e-05
176,1.5716999769210815e-05
177,1.5739002265036106e-05
178,1.575599890202284e-05
179,1.5628000255674124e-05
180,1.5674995665904135e-05
181,1.572800101712346e-05
182,1.5708996215835214e-05
183,1.5714002074673772e-05
184,1.5729994629509747e-05
185,1.5680998330935836e-05
186,1.5866004105191678e-05
187,1.5746998542454094e-05
188,1.5778998204041272e-05
189,1.577399962116033e-05
190,1.574800262460485e-05
191,1.5752004401292652e-05
192,1.575799979036674e-05
193,1.5794998034834862e-05
194,1.5776997315697372e-05
195,1.5694997273385525e-05
196,1.5670004358980805e-05
197,1.5682999219279736e-05
198,1.5658006304875016e-05
199,1.5775003703311086e-05
200,1.5700999938417226e-05
201,1.5782999980729073e-05
202,1.569400046719238e-05
203,1.574900670675561e-05
204,1.577499642735347e-05
205,1.5678000636398792e-05
206,1.5707002603448927e-05
207,1.573100598761812e-05
208,1.5664998500142246e-05
209,1.5744997654110193e-05
210,1.576600334374234e-05
211,1.569400046719238e-05
212,1.5732999600004405e-05
213,1.5734003682155162e-05
214,1.5737001376692206e-05
215,1.572800101712346e-05
216,1.5688005078118294e-05
217,1.571200118632987e-05
218,1.5698999050073326e-05
219,1.573000190546736e-05
220,1.571200118632987e-05
221,1.574199995957315e-05
222,1.5716999769210815e-05
223,1.5732999600004405e-05
224,1.5747005818411708e-05
225,1.5829995390959084e-05
226,1.5716999769210815e-05
227,1.5793993952684104e-05
228,1.577000512043014e-05
229,1.573000190546736e-05
230,1.5764999261591583e-05
231,1.5821002307347953e-05
232,1.5785997675266117e-05
233,1.5678997442591935e-05
234,1.573000190546736e-05
235,1.5714002074673772e-05
236,1.574600173626095e-05
237,1.5728997823316604e-05
238,1.5753001207485795e-05
239,1.560500095365569e-05
240,1.575599890202284e-05
241,1.5666002582293004e-05
242,1.575000351294875e-05
243,1.5743004041723907e-05
