,Hardware,Unnamed: 0,benchmark_name,count,extra_time_to_execute(us),inference_time(us),input_shape,input_type,num_of_batches,num_of_channels,num_threads
238,Desktop(CPU + GPU),238.0,graphmaximum_elementwise_20_float32_f,50,0.0,181.1,"20,20",float,1,3,12
239,NCS2,239.0,graphmaximum_elementwise_20_float32_f,50,1750.0,60.0,"20,20",float,1,3,12
240,Desktop(CPU + GPU),240.0,graphmaximum_elementwise_40_float32_f,50,0.0,155.7,"40,40",float,1,3,1
241,NCS2,241.0,graphmaximum_elementwise_40_float32_f,50,2110.0,60.0,"40,40",float,1,3,1
242,Desktop(CPU + GPU),242.0,graphmaximum_elementwise_40_float32_f,50,0.0,161.02,"40,40",float,1,3,2
243,NCS2,243.0,graphmaximum_elementwise_40_float32_f,50,2190.0,60.0,"40,40",float,1,3,2
244,Desktop(CPU + GPU),244.0,graphmaximum_elementwise_40_float32_f,50,0.0,176.06,"40,40",float,1,3,3
245,NCS2,245.0,graphmaximum_elementwise_40_float32_f,50,2220.0,90.0,"40,40",float,1,3,3
246,Desktop(CPU + GPU),246.0,graphmaximum_elementwise_40_float32_f,50,0.0,184.22,"40,40",float,1,3,4
247,NCS2,247.0,graphmaximum_elementwise_40_float32_f,50,2140.0,90.0,"40,40",float,1,3,4
248,Desktop(CPU + GPU),248.0,graphmaximum_elementwise_40_float32_f,50,0.0,170.4,"40,40",float,1,3,5
249,NCS2,249.0,graphmaximum_elementwise_40_float32_f,50,2150.0,60.0,"40,40",float,1,3,5
250,Desktop(CPU + GPU),250.0,graphmaximum_elementwise_40_float32_f,50,0.0,169.32,"40,40",float,1,3,6
251,NCS2,251.0,graphmaximum_elementwise_40_float32_f,50,2070.0,30.0,"40,40",float,1,3,6
252,Desktop(CPU + GPU),252.0,graphmaximum_elementwise_40_float32_f,50,0.0,168.86,"40,40",float,1,3,7
253,NCS2,253.0,graphmaximum_elementwise_40_float32_f,50,2160.0,40.0,"40,40",float,1,3,7
254,Desktop(CPU + GPU),254.0,graphmaximum_elementwise_40_float32_f,50,0.0,154.9,"40,40",float,1,3,8
255,NCS2,255.0,graphmaximum_elementwise_40_float32_f,50,2090.0,40.0,"40,40",float,1,3,8
256,Desktop(CPU + GPU),256.0,graphmaximum_elementwise_40_float32_f,50,0.0,163.86,"40,40",float,1,3,9
257,NCS2,257.0,graphmaximum_elementwise_40_float32_f,50,2160.0,70.0,"40,40",float,1,3,9
258,Desktop(CPU + GPU),258.0,graphmaximum_elementwise_40_float32_f,50,0.0,146.54,"40,40",float,1,3,10
259,NCS2,259.0,graphmaximum_elementwise_40_float32_f,50,2110.0,80.0,"40,40",float,1,3,10
260,Desktop(CPU + GPU),260.0,graphmaximum_elementwise_40_float32_f,50,0.0,139.92,"40,40",float,1,3,11
261,NCS2,261.0,graphmaximum_elementwise_40_float32_f,50,2090.0,60.0,"40,40",float,1,3,11
262,Desktop(CPU + GPU),262.0,graphmaximum_elementwise_40_float32_f,50,0.0,162.64,"40,40",float,1,3,12
263,NCS2,263.0,graphmaximum_elementwise_40_float32_f,50,2260.0,60.0,"40,40",float,1,3,12
264,Desktop(CPU + GPU),264.0,graphmaximum_elementwise_60_float32_f,50,0.0,146.32,"60,60",float,1,3,1
265,NCS2,265.0,graphmaximum_elementwise_60_float32_f,50,2780.0,90.0,"60,60",float,1,3,1
266,Desktop(CPU + GPU),266.0,graphmaximum_elementwise_60_float32_f,50,0.0,163.3,"60,60",float,1,3,2
267,NCS2,267.0,graphmaximum_elementwise_60_float32_f,50,2810.0,70.0,"60,60",float,1,3,2
268,Desktop(CPU + GPU),268.0,graphmaximum_elementwise_60_float32_f,50,0.0,169.62,"60,60",float,1,3,3
269,NCS2,269.0,graphmaximum_elementwise_60_float32_f,50,2620.0,70.0,"60,60",float,1,3,3
270,Desktop(CPU + GPU),270.0,graphmaximum_elementwise_60_float32_f,50,0.0,171.58,"60,60",float,1,3,4
271,NCS2,271.0,graphmaximum_elementwise_60_float32_f,50,2690.0,70.0,"60,60",float,1,3,4
272,Desktop(CPU + GPU),272.0,graphmaximum_elementwise_60_float32_f,50,0.0,167.3,"60,60",float,1,3,5
273,NCS2,273.0,graphmaximum_elementwise_60_float32_f,50,2960.0,70.0,"60,60",float,1,3,5
274,Desktop(CPU + GPU),274.0,graphmaximum_elementwise_60_float32_f,50,0.0,171.68,"60,60",float,1,3,6
275,NCS2,275.0,graphmaximum_elementwise_60_float32_f,50,2690.0,80.0,"60,60",float,1,3,6
276,Desktop(CPU + GPU),276.0,graphmaximum_elementwise_60_float32_f,50,0.0,176.22,"60,60",float,1,3,7
277,NCS2,277.0,graphmaximum_elementwise_60_float32_f,50,2680.0,70.0,"60,60",float,1,3,7
278,Desktop(CPU + GPU),278.0,graphmaximum_elementwise_60_float32_f,50,0.0,181.74,"60,60",float,1,3,8
279,NCS2,279.0,graphmaximum_elementwise_60_float32_f,50,2720.0,40.0,"60,60",float,1,3,8
280,Desktop(CPU + GPU),280.0,graphmaximum_elementwise_60_float32_f,50,0.0,185.04,"60,60",float,1,3,9
281,NCS2,281.0,graphmaximum_elementwise_60_float32_f,50,2750.0,50.0,"60,60",float,1,3,9
282,Desktop(CPU + GPU),282.0,graphmaximum_elementwise_60_float32_f,50,0.0,156.94,"60,60",float,1,3,10
283,NCS2,283.0,graphmaximum_elementwise_60_float32_f,50,2820.0,50.0,"60,60",float,1,3,10
284,Desktop(CPU + GPU),284.0,graphmaximum_elementwise_60_float32_f,50,0.0,165.58,"60,60",float,1,3,11
285,NCS2,285.0,graphmaximum_elementwise_60_float32_f,50,2770.0,80.0,"60,60",float,1,3,11
286,Desktop(CPU + GPU),286.0,graphmaximum_elementwise_60_float32_f,50,0.0,161.96,"60,60",float,1,3,12
287,NCS2,287.0,graphmaximum_elementwise_60_float32_f,50,2730.0,60.0,"60,60",float,1,3,12
288,Desktop(CPU + GPU),288.0,graphmaximum_elementwise_80_float32_f,50,0.0,167.98,"80,80",float,1,3,1
289,NCS2,289.0,graphmaximum_elementwise_80_float32_f,50,3430.0,90.0,"80,80",float,1,3,1
290,Desktop(CPU + GPU),290.0,graphmaximum_elementwise_80_float32_f,50,0.0,142.34,"80,80",float,1,3,2
291,NCS2,291.0,graphmaximum_elementwise_80_float32_f,50,3470.0,70.0,"80,80",float,1,3,2
292,Desktop(CPU + GPU),292.0,graphmaximum_elementwise_80_float32_f,50,0.0,159.88,"80,80",float,1,3,3
293,NCS2,293.0,graphmaximum_elementwise_80_float32_f,50,3670.0,70.0,"80,80",float,1,3,3
294,Desktop(CPU + GPU),294.0,graphmaximum_elementwise_80_float32_f,50,0.0,179.56,"80,80",float,1,3,4
295,NCS2,295.0,graphmaximum_elementwise_80_float32_f,50,3680.0,70.0,"80,80",float,1,3,4
296,Desktop(CPU + GPU),296.0,graphmaximum_elementwise_80_float32_f,50,0.0,162.14,"80,80",float,1,3,5
297,NCS2,297.0,graphmaximum_elementwise_80_float32_f,50,3650.0,80.0,"80,80",float,1,3,5
298,Desktop(CPU + GPU),298.0,graphmaximum_elementwise_80_float32_f,50,0.0,146.76,"80,80",float,1,3,6
299,NCS2,299.0,graphmaximum_elementwise_80_float32_f,50,3510.0,80.0,"80,80",float,1,3,6
300,Desktop(CPU + GPU),300.0,graphmaximum_elementwise_80_float32_f,50,0.0,175.2,"80,80",float,1,3,7
301,NCS2,301.0,graphmaximum_elementwise_80_float32_f,50,3580.0,90.0,"80,80",float,1,3,7
302,Desktop(CPU + GPU),302.0,graphmaximum_elementwise_80_float32_f,50,0.0,198.86,"80,80",float,1,3,8
303,NCS2,303.0,graphmaximum_elementwise_80_float32_f,50,3560.0,100.0,"80,80",float,1,3,8
304,Desktop(CPU + GPU),304.0,graphmaximum_elementwise_80_float32_f,50,0.0,205.88,"80,80",float,1,3,9
305,NCS2,305.0,graphmaximum_elementwise_80_float32_f,50,4030.0000000000014,90.0,"80,80",float,1,3,9
306,Desktop(CPU + GPU),306.0,graphmaximum_elementwise_80_float32_f,50,0.0,195.9,"80,80",float,1,3,10
307,NCS2,307.0,graphmaximum_elementwise_80_float32_f,50,3580.0,100.0,"80,80",float,1,3,10
308,Desktop(CPU + GPU),308.0,graphmaximum_elementwise_80_float32_f,50,0.0,200.32,"80,80",float,1,3,11
309,NCS2,309.0,graphmaximum_elementwise_80_float32_f,50,3650.0,60.0,"80,80",float,1,3,11
310,Desktop(CPU + GPU),310.0,graphmaximum_elementwise_80_float32_f,50,0.0,192.46,"80,80",float,1,3,12
311,NCS2,311.0,graphmaximum_elementwise_80_float32_f,50,3590.0,110.0,"80,80",float,1,3,12
312,Desktop(CPU + GPU),312.0,graphmaximum_elementwise_100_float32_f,50,0.0,182.54,"100,100",float,1,3,1
313,NCS2,313.0,graphmaximum_elementwise_100_float32_f,50,4570.0,130.0,"100,100",float,1,3,1
314,Desktop(CPU + GPU),314.0,graphmaximum_elementwise_100_float32_f,50,0.0,235.02,"100,100",float,1,3,2
315,NCS2,315.0,graphmaximum_elementwise_100_float32_f,50,4490.0,90.0,"100,100",float,1,3,2
316,Desktop(CPU + GPU),316.0,graphmaximum_elementwise_100_float32_f,50,0.0,197.04,"100,100",float,1,3,3
317,NCS2,317.0,graphmaximum_elementwise_100_float32_f,50,4770.0,110.0,"100,100",float,1,3,3
318,Desktop(CPU + GPU),318.0,graphmaximum_elementwise_100_float32_f,50,0.0,190.2,"100,100",float,1,3,4
319,NCS2,319.0,graphmaximum_elementwise_100_float32_f,50,4630.0,80.0,"100,100",float,1,3,4
320,Desktop(CPU + GPU),320.0,graphmaximum_elementwise_100_float32_f,50,0.0,205.34,"100,100",float,1,3,5
321,NCS2,321.0,graphmaximum_elementwise_100_float32_f,50,4700.0,80.0,"100,100",float,1,3,5
322,Desktop(CPU + GPU),322.0,graphmaximum_elementwise_100_float32_f,50,0.0,192.9,"100,100",float,1,3,6
323,NCS2,323.0,graphmaximum_elementwise_100_float32_f,50,4880.0,90.0,"100,100",float,1,3,6
324,Desktop(CPU + GPU),324.0,graphmaximum_elementwise_100_float32_f,50,0.0,206.54,"100,100",float,1,3,7
325,NCS2,325.0,graphmaximum_elementwise_100_float32_f,50,5380.0,90.0,"100,100",float,1,3,7
326,Desktop(CPU + GPU),326.0,graphmaximum_elementwise_100_float32_f,50,0.0,161.5,"100,100",float,1,3,8
327,NCS2,327.0,graphmaximum_elementwise_100_float32_f,50,4930.0,90.0,"100,100",float,1,3,8
328,Desktop(CPU + GPU),328.0,graphmaximum_elementwise_100_float32_f,50,0.0,180.9,"100,100",float,1,3,9
329,NCS2,329.0,graphmaximum_elementwise_100_float32_f,50,4880.0,130.0,"100,100",float,1,3,9
330,Desktop(CPU + GPU),330.0,graphmaximum_elementwise_100_float32_f,50,0.0,193.94,"100,100",float,1,3,10
331,NCS2,331.0,graphmaximum_elementwise_100_float32_f,50,4910.0,100.0,"100,100",float,1,3,10
332,Desktop(CPU + GPU),332.0,graphmaximum_elementwise_100_float32_f,50,0.0,181.36,"100,100",float,1,3,11
333,NCS2,333.0,graphmaximum_elementwise_100_float32_f,50,4770.0,110.0,"100,100",float,1,3,11
334,Desktop(CPU + GPU),334.0,graphmaximum_elementwise_100_float32_f,50,0.0,191.4,"100,100",float,1,3,12
335,NCS2,335.0,graphmaximum_elementwise_100_float32_f,50,4790.0,100.0,"100,100",float,1,3,12
336,Desktop(CPU + GPU),336.0,graphmaximum_elementwise_224_float32_f,50,0.0,281.84,"224,224",float,1,3,1
337,NCS2,337.0,graphmaximum_elementwise_224_float32_f,50,16800.0,500.0,"224,224",float,1,3,1
338,Desktop(CPU + GPU),338.0,graphmaximum_elementwise_224_float32_f,50,0.0,241.94,"224,224",float,1,3,2
339,NCS2,339.0,graphmaximum_elementwise_224_float32_f,50,17060.0,310.0,"224,224",float,1,3,2
340,Desktop(CPU + GPU),340.0,graphmaximum_elementwise_224_float32_f,50,0.0,258.38,"224,224",float,1,3,3
341,NCS2,341.0,graphmaximum_elementwise_224_float32_f,50,16780.0,280.0,"224,224",float,1,3,3
342,Desktop(CPU + GPU),342.0,graphmaximum_elementwise_224_float32_f,50,0.0,262.54,"224,224",float,1,3,4
343,NCS2,343.0,graphmaximum_elementwise_224_float32_f,50,16720.0,290.0,"224,224",float,1,3,4
344,Desktop(CPU + GPU),344.0,graphmaximum_elementwise_224_float32_f,50,0.0,292.66,"224,224",float,1,3,5
345,NCS2,345.0,graphmaximum_elementwise_224_float32_f,50,16960.0,300.0,"224,224",float,1,3,5
346,Desktop(CPU + GPU),346.0,graphmaximum_elementwise_224_float32_f,50,0.0,282.4,"224,224",float,1,3,6
347,NCS2,347.0,graphmaximum_elementwise_224_float32_f,50,16990.0,300.0,"224,224",float,1,3,6
348,Desktop(CPU + GPU),348.0,graphmaximum_elementwise_224_float32_f,50,0.0,244.62,"224,224",float,1,3,7
349,NCS2,349.0,graphmaximum_elementwise_224_float32_f,50,17290.0,300.0,"224,224",float,1,3,7
350,Desktop(CPU + GPU),350.0,graphmaximum_elementwise_224_float32_f,50,0.0,266.84,"224,224",float,1,3,8
351,NCS2,351.0,graphmaximum_elementwise_224_float32_f,50,17730.0,280.0,"224,224",float,1,3,8
352,Desktop(CPU + GPU),352.0,graphmaximum_elementwise_224_float32_f,50,0.0,275.08,"224,224",float,1,3,9
353,NCS2,353.0,graphmaximum_elementwise_224_float32_f,50,16940.0,300.0,"224,224",float,1,3,9
354,Desktop(CPU + GPU),354.0,graphmaximum_elementwise_224_float32_f,50,0.0,278.08,"224,224",float,1,3,10
355,NCS2,355.0,graphmaximum_elementwise_224_float32_f,50,16890.0,280.0,"224,224",float,1,3,10
356,Desktop(CPU + GPU),356.0,graphmaximum_elementwise_224_float32_f,50,0.0,261.1,"224,224",float,1,3,11
357,NCS2,357.0,graphmaximum_elementwise_224_float32_f,50,17640.0,300.0,"224,224",float,1,3,11
358,Desktop(CPU + GPU),358.0,graphmaximum_elementwise_224_float32_f,50,0.0,265.92,"224,224",float,1,3,12
359,NCS2,359.0,graphmaximum_elementwise_224_float32_f,50,17510.0,320.0,"224,224",float,1,3,12
360,Desktop(CPU + GPU),360.0,graphmaximum_elementwise_400_float32_f,50,0.0,468.44,"400,400",float,1,3,1
361,NCS2,361.0,graphmaximum_elementwise_400_float32_f,50,52610.0,1530.0,"400,400",float,1,3,1
362,Desktop(CPU + GPU),362.0,graphmaximum_elementwise_400_float32_f,50,0.0,477.18,"400,400",float,1,3,2
363,NCS2,363.0,graphmaximum_elementwise_400_float32_f,50,50770.0,900.0,"400,400",float,1,3,2
364,Desktop(CPU + GPU),364.0,graphmaximum_elementwise_400_float32_f,50,0.0,471.78,"400,400",float,1,3,3
365,NCS2,365.0,graphmaximum_elementwise_400_float32_f,50,50420.0,830.0,"400,400",float,1,3,3
366,Desktop(CPU + GPU),366.0,graphmaximum_elementwise_400_float32_f,50,0.0,463.16,"400,400",float,1,3,4
367,NCS2,367.0,graphmaximum_elementwise_400_float32_f,50,51850.0,820.0,"400,400",float,1,3,4
368,Desktop(CPU + GPU),368.0,graphmaximum_elementwise_400_float32_f,50,0.0,506.3,"400,400",float,1,3,5
369,NCS2,369.0,graphmaximum_elementwise_400_float32_f,50,51180.0,820.0,"400,400",float,1,3,5
370,Desktop(CPU + GPU),370.0,graphmaximum_elementwise_400_float32_f,50,0.0,464.22,"400,400",float,1,3,6
371,NCS2,371.0,graphmaximum_elementwise_400_float32_f,50,50790.0,810.0,"400,400",float,1,3,6
372,Desktop(CPU + GPU),372.0,graphmaximum_elementwise_400_float32_f,50,0.0,438.44,"400,400",float,1,3,7
373,NCS2,373.0,graphmaximum_elementwise_400_float32_f,50,52430.0,820.0,"400,400",float,1,3,7
374,Desktop(CPU + GPU),374.0,graphmaximum_elementwise_400_float32_f,50,0.0,513.64,"400,400",float,1,3,8
375,NCS2,375.0,graphmaximum_elementwise_400_float32_f,50,50690.0,820.0,"400,400",float,1,3,8
376,Desktop(CPU + GPU),376.0,graphmaximum_elementwise_400_float32_f,50,0.0,467.68,"400,400",float,1,3,9
377,NCS2,377.0,graphmaximum_elementwise_400_float32_f,50,51650.0,820.0,"400,400",float,1,3,9
378,Desktop(CPU + GPU),378.0,graphmaximum_elementwise_400_float32_f,50,0.0,490.68,"400,400",float,1,3,10
379,NCS2,379.0,graphmaximum_elementwise_400_float32_f,50,50650.0,820.0,"400,400",float,1,3,10
380,Desktop(CPU + GPU),380.0,graphmaximum_elementwise_400_float32_f,50,0.0,469.54,"400,400",float,1,3,11
381,NCS2,381.0,graphmaximum_elementwise_400_float32_f,50,50210.0,830.0,"400,400",float,1,3,11
382,Desktop(CPU + GPU),382.0,graphmaximum_elementwise_400_float32_f,50,0.0,463.32,"400,400",float,1,3,12
383,NCS2,383.0,graphmaximum_elementwise_400_float32_f,50,50700.0,820.0,"400,400",float,1,3,12
384,Desktop(CPU + GPU),384.0,graphmaximum_elementwise_600_float32_f,50,0.0,1060.92,"600,600",float,1,3,1
385,NCS2,385.0,graphmaximum_elementwise_600_float32_f,50,114460.0,3400.0,"600,600",float,1,3,1
386,Desktop(CPU + GPU),386.0,graphmaximum_elementwise_600_float32_f,50,0.0,1041.04,"600,600",float,1,3,2
387,NCS2,387.0,graphmaximum_elementwise_600_float32_f,50,115640.0,1950.0,"600,600",float,1,3,2
388,Desktop(CPU + GPU),388.0,graphmaximum_elementwise_600_float32_f,50,0.0,1062.48,"600,600",float,1,3,3
389,NCS2,389.0,graphmaximum_elementwise_600_float32_f,50,114480.0,1810.0,"600,600",float,1,3,3
390,Desktop(CPU + GPU),390.0,graphmaximum_elementwise_600_float32_f,50,0.0,1011.26,"600,600",float,1,3,4
391,NCS2,391.0,graphmaximum_elementwise_600_float32_f,50,114590.0,1780.0,"600,600",float,1,3,4
392,Desktop(CPU + GPU),392.0,graphmaximum_elementwise_600_float32_f,50,0.0,960.2,"600,600",float,1,3,5
393,NCS2,393.0,graphmaximum_elementwise_600_float32_f,50,114430.0,1770.0,"600,600",float,1,3,5
394,Desktop(CPU + GPU),394.0,graphmaximum_elementwise_600_float32_f,50,0.0,1013.08,"600,600",float,1,3,6
395,NCS2,395.0,graphmaximum_elementwise_600_float32_f,50,111950.0,1770.0,"600,600",float,1,3,6
396,Desktop(CPU + GPU),396.0,graphmaximum_elementwise_600_float32_f,50,0.0,1016.42,"600,600",float,1,3,7
397,NCS2,397.0,graphmaximum_elementwise_600_float32_f,50,111230.0,1780.0,"600,600",float,1,3,7
398,Desktop(CPU + GPU),398.0,graphmaximum_elementwise_600_float32_f,50,0.0,1015.7,"600,600",float,1,3,8
399,NCS2,399.0,graphmaximum_elementwise_600_float32_f,50,116970.0,1780.0,"600,600",float,1,3,8
400,Desktop(CPU + GPU),400.0,graphmaximum_elementwise_600_float32_f,50,0.0,1017.5,"600,600",float,1,3,9
401,NCS2,401.0,graphmaximum_elementwise_600_float32_f,50,115260.0,1770.0,"600,600",float,1,3,9
402,Desktop(CPU + GPU),402.0,graphmaximum_elementwise_600_float32_f,50,0.0,1016.84,"600,600",float,1,3,10
403,NCS2,403.0,graphmaximum_elementwise_600_float32_f,50,112430.0,1770.0,"600,600",float,1,3,10
404,Desktop(CPU + GPU),404.0,graphmaximum_elementwise_600_float32_f,50,0.0,945.44,"600,600",float,1,3,11
405,NCS2,405.0,graphmaximum_elementwise_600_float32_f,50,114390.0,1780.0,"600,600",float,1,3,11
406,Desktop(CPU + GPU),406.0,graphmaximum_elementwise_600_float32_f,50,0.0,939.38,"600,600",float,1,3,12
407,NCS2,407.0,graphmaximum_elementwise_600_float32_f,50,113270.0,1780.0,"600,600",float,1,3,12
408,Desktop(CPU + GPU),408.0,graphmaximum_elementwise_800_float32_f,50,0.0,1856.02,"800,800",float,1,3,1
409,NCS2,409.0,graphmaximum_elementwise_800_float32_f,50,205980.0,5990.0,"800,800",float,1,3,1
410,Desktop(CPU + GPU),410.0,graphmaximum_elementwise_800_float32_f,50,0.0,1673.48,"800,800",float,1,3,2
411,NCS2,411.0,graphmaximum_elementwise_800_float32_f,50,199450.0,3350.0,"800,800",float,1,3,2
412,Desktop(CPU + GPU),412.0,graphmaximum_elementwise_800_float32_f,50,0.0,1646.7,"800,800",float,1,3,3
413,NCS2,413.0,graphmaximum_elementwise_800_float32_f,50,199810.0,3090.0,"800,800",float,1,3,3
414,Desktop(CPU + GPU),414.0,graphmaximum_elementwise_800_float32_f,50,0.0,1594.02,"800,800",float,1,3,4
415,NCS2,415.0,graphmaximum_elementwise_800_float32_f,50,203420.0,3090.0,"800,800",float,1,3,4
416,Desktop(CPU + GPU),416.0,graphmaximum_elementwise_800_float32_f,50,0.0,1553.04,"800,800",float,1,3,5
417,NCS2,417.0,graphmaximum_elementwise_800_float32_f,50,203720.0,3060.0,"800,800",float,1,3,5
418,Desktop(CPU + GPU),418.0,graphmaximum_elementwise_800_float32_f,50,0.0,1610.5,"800,800",float,1,3,6
419,NCS2,419.0,graphmaximum_elementwise_800_float32_f,50,197730.0,3060.0,"800,800",float,1,3,6
420,Desktop(CPU + GPU),420.0,graphmaximum_elementwise_800_float32_f,50,0.0,1714.36,"800,800",float,1,3,7
421,NCS2,421.0,graphmaximum_elementwise_800_float32_f,50,204590.0,3090.0,"800,800",float,1,3,7
422,Desktop(CPU + GPU),422.0,graphmaximum_elementwise_800_float32_f,50,0.0,1560.42,"800,800",float,1,3,8
423,NCS2,423.0,graphmaximum_elementwise_800_float32_f,50,201920.0,3080.0,"800,800",float,1,3,8
424,Desktop(CPU + GPU),424.0,graphmaximum_elementwise_800_float32_f,50,0.0,1646.36,"800,800",float,1,3,9
425,NCS2,425.0,graphmaximum_elementwise_800_float32_f,50,198260.0,3060.0,"800,800",float,1,3,9
426,Desktop(CPU + GPU),426.0,graphmaximum_elementwise_800_float32_f,50,0.0,1399.56,"800,800",float,1,3,10
427,NCS2,427.0,graphmaximum_elementwise_800_float32_f,50,198540.0,3070.0,"800,800",float,1,3,10
428,Desktop(CPU + GPU),428.0,graphmaximum_elementwise_800_float32_f,50,0.0,1586.88,"800,800",float,1,3,11
429,NCS2,429.0,graphmaximum_elementwise_800_float32_f,50,196270.0,3060.0,"800,800",float,1,3,11
430,Desktop(CPU + GPU),430.0,graphmaximum_elementwise_800_float32_f,50,0.0,1742.86,"800,800",float,1,3,12
431,NCS2,431.0,graphmaximum_elementwise_800_float32_f,50,198130.0,3090.0,"800,800",float,1,3,12
432,Desktop(CPU + GPU),432.0,graphmaximum_elementwise_1000_float32_f,50,0.0,2818.8,"1000,1000",float,1,3,1
433,NCS2,433.0,graphmaximum_elementwise_1000_float32_f,50,311520.0,9390.0,"1000,1000",float,1,3,1
434,Desktop(CPU + GPU),434.0,graphmaximum_elementwise_1000_float32_f,50,0.0,2299.76,"1000,1000",float,1,3,2
435,NCS2,435.0,graphmaximum_elementwise_1000_float32_f,50,310340.0,5260.0,"1000,1000",float,1,3,2
436,Desktop(CPU + GPU),436.0,graphmaximum_elementwise_1000_float32_f,50,0.0,2475.6,"1000,1000",float,1,3,3
437,NCS2,437.0,graphmaximum_elementwise_1000_float32_f,50,307370.0,4840.0,"1000,1000",float,1,3,3
438,Desktop(CPU + GPU),438.0,graphmaximum_elementwise_1000_float32_f,50,0.0,2799.98,"1000,1000",float,1,3,4
439,NCS2,439.0,graphmaximum_elementwise_1000_float32_f,50,320600.0,4820.0,"1000,1000",float,1,3,4
440,Desktop(CPU + GPU),440.0,graphmaximum_elementwise_1000_float32_f,50,0.0,2541.72,"1000,1000",float,1,3,5
441,NCS2,441.0,graphmaximum_elementwise_1000_float32_f,50,308320.0,4780.0,"1000,1000",float,1,3,5
442,Desktop(CPU + GPU),442.0,graphmaximum_elementwise_1000_float32_f,50,0.0,2492.0,"1000,1000",float,1,3,6
443,NCS2,443.0,graphmaximum_elementwise_1000_float32_f,50,313830.0,4780.0,"1000,1000",float,1,3,6
444,Desktop(CPU + GPU),444.0,graphmaximum_elementwise_1000_float32_f,50,0.0,2764.52,"1000,1000",float,1,3,7
445,NCS2,445.0,graphmaximum_elementwise_1000_float32_f,50,325410.0,4800.0,"1000,1000",float,1,3,7
446,Desktop(CPU + GPU),446.0,graphmaximum_elementwise_1000_float32_f,50,0.0,2708.52,"1000,1000",float,1,3,8
447,NCS2,447.0,graphmaximum_elementwise_1000_float32_f,50,315240.0,4830.0,"1000,1000",float,1,3,8
448,Desktop(CPU + GPU),448.0,graphmaximum_elementwise_1000_float32_f,50,0.0,2471.7,"1000,1000",float,1,3,9
449,NCS2,449.0,graphmaximum_elementwise_1000_float32_f,50,312190.0,4790.0,"1000,1000",float,1,3,9
450,Desktop(CPU + GPU),450.0,graphmaximum_elementwise_1000_float32_f,50,0.0,2784.24,"1000,1000",float,1,3,10
451,NCS2,451.0,graphmaximum_elementwise_1000_float32_f,50,307410.0,4790.0,"1000,1000",float,1,3,10
452,Desktop(CPU + GPU),452.0,graphmaximum_elementwise_1000_float32_f,50,0.0,2563.32,"1000,1000",float,1,3,11
453,NCS2,453.0,graphmaximum_elementwise_1000_float32_f,50,305970.0,4800.0,"1000,1000",float,1,3,11
454,Desktop(CPU + GPU),454.0,graphmaximum_elementwise_1000_float32_f,50,0.0,2650.16,"1000,1000",float,1,3,12
455,NCS2,455.0,graphmaximum_elementwise_1000_float32_f,50,310770.0,4790.0,"1000,1000",float,1,3,12
456,Desktop(CPU + GPU),456.0,graphmaximum_elementwise_20_int32_f,50,0.0,45.66,"20,20",int32,1,3,1
457,NCS2,457.0,graphmaximum_elementwise_20_int32_f,50,1750.0,80.0,"20,20",int32,1,3,1
458,Desktop(CPU + GPU),458.0,graphmaximum_elementwise_20_int32_f,50,0.0,69.12,"20,20",int32,1,3,2
459,NCS2,459.0,graphmaximum_elementwise_20_int32_f,50,1770.0,50.0,"20,20",int32,1,3,2
460,Desktop(CPU + GPU),460.0,graphmaximum_elementwise_20_int32_f,50,0.0,69.02,"20,20",int32,1,3,3
461,NCS2,461.0,graphmaximum_elementwise_20_int32_f,50,1800.0,60.0,"20,20",int32,1,3,3
462,Desktop(CPU + GPU),462.0,graphmaximum_elementwise_20_int32_f,50,0.0,77.14,"20,20",int32,1,3,4
463,NCS2,463.0,graphmaximum_elementwise_20_int32_f,50,1760.0,30.0,"20,20",int32,1,3,4
464,Desktop(CPU + GPU),464.0,graphmaximum_elementwise_20_int32_f,50,0.0,72.36,"20,20",int32,1,3,5
465,NCS2,465.0,graphmaximum_elementwise_20_int32_f,50,1940.0,50.0,"20,20",int32,1,3,5
466,Desktop(CPU + GPU),466.0,graphmaximum_elementwise_20_int32_f,50,0.0,72.72,"20,20",int32,1,3,6
467,NCS2,467.0,graphmaximum_elementwise_20_int32_f,50,1760.0,30.0,"20,20",int32,1,3,6
