Host_Submission,Tpu_Comms,Tpu_Return,Inference,Total
0.000148000000000037,5.999999999994898e-05,2.9999999999752447e-06,5.999999999994898e-05,0.00021099999999996122
0.00012799999999990597,4.0000000000040004e-05,3.700000000006476e-05,4.0000000000040004e-05,0.00020500000000001073
6.800000000017903e-05,5.199999999994098e-05,2.0000000000575113e-06,5.199999999994098e-05,0.00012200000000017752
0.00012999999999996348,4.700000000013027e-05,2.0000000000575113e-06,4.700000000013027e-05,0.00017900000000015126
7.00000000000145e-05,5.100000000002325e-05,1.9999999998354667e-06,5.100000000002325e-05,0.0001229999999998732
0.00022900000000003473,7.699999999988272e-05,8.000000000008e-06,7.699999999988272e-05,0.00031399999999992545
0.00022999999999995246,8.099999999999774e-05,4.000000000115023e-06,8.099999999999774e-05,0.00031500000000006523
0.00019199999999996997,7.599999999996498e-05,8.999999999925734e-06,7.599999999996498e-05,0.0002769999999998607
0.00048000000000003595,8.500000000011276e-05,6.999999999868223e-06,8.500000000011276e-05,0.0005720000000000169
9.200000000042508e-05,6.199999999978445e-05,2.9999999999752447e-06,6.199999999978445e-05,0.00015700000000018477
7.400000000012952e-05,7.199999999984996e-05,1.4999999999876223e-05,7.199999999984996e-05,0.0001609999999998557
0.0002850000000003128,5.199999999971894e-05,2.000000000279556e-06,5.199999999971894e-05,0.0003390000000003113
0.000140000000000029,6.299999999992423e-05,2.9999999999752447e-06,6.299999999992423e-05,0.00020599999999992846
8.900000000000574e-05,4.2000000000097515e-05,3.799999999998249e-05,4.2000000000097515e-05,0.00016900000000008575
0.0005530000000000257,5.200000000016303e-05,3.6999999999842714e-05,5.200000000016303e-05,0.0006420000000000314
6.900000000009676e-05,5.199999999994098e-05,2.9999999999752447e-06,5.199999999994098e-05,0.000124000000000013
6.4000000000064e-05,4.6999999999908226e-05,2.0000000000575113e-06,4.6999999999908226e-05,0.00011300000000002974
2.9000000000056758e-05,7.00000000000145e-05,1.9999999998354667e-06,7.00000000000145e-05,0.00010099999999990672
3.6999999999842714e-05,6.200000000022854e-05,2.9999999999752447e-06,6.200000000022854e-05,0.0001020000000000465
5.599999999983396e-05,4.900000000018778e-05,3.6999999999842714e-05,4.900000000018778e-05,0.00014199999999986446
2.3999999999801958e-05,7.49999999998252e-05,2.000000000279556e-06,7.49999999998252e-05,0.00010099999999990672
0.00019700000000000273,7.100000000015427e-05,3.999999999892978e-06,7.100000000015427e-05,0.00027200000000005
0.0001420000000000865,6.69999999998172e-05,4.000000000115023e-06,6.69999999998172e-05,0.00021300000000001873
0.000132000000000021,6.700000000003925e-05,1.0999999999983245e-05,6.700000000003925e-05,0.00021000000000004349
7.700000000010476e-05,4.399999999993298e-05,3.700000000006476e-05,4.399999999993298e-05,0.0001580000000001025
0.00018099999999998673,6.799999999973494e-05,8.000000000230045e-06,6.799999999973494e-05,0.0002569999999999517
0.00019999999999997797,7.599999999996498e-05,2.9999999999752447e-06,7.599999999996498e-05,0.0002789999999999182
0.0002889999999999837,7.899999999994023e-05,2.9999999999752447e-06,7.899999999994023e-05,0.0003709999999998992
0.00023799999999996047,7.099999999971018e-05,2.9999999999752447e-06,7.099999999971018e-05,0.0003119999999996459
6.0999999999866716e-05,5.199999999994098e-05,2.0000000000575113e-06,5.199999999994098e-05,0.00011499999999986521
7.80000000000225e-05,4.4999999999850715e-05,2.9999999999752447e-06,4.4999999999850715e-05,0.00012599999999984846
5.2999999999858716e-05,5.200000000016303e-05,1.9999999998354667e-06,5.200000000016303e-05,0.00010699999999985721
5.0000000000105516e-05,5.599999999983396e-05,2.0000000000575113e-06,5.599999999983396e-05,0.00010799999999999699
9.900000000007125e-05,6.4000000000064e-05,4.999999999810711e-06,6.4000000000064e-05,0.00016799999999994597
9.099999999984121e-05,6.500000000020378e-05,4.999999999810711e-06,6.500000000020378e-05,0.0001609999999998557
0.000140000000000029,5.9000000000253294e-05,5.999999999950489e-06,5.9000000000253294e-05,0.00020500000000023277
0.00014800000000025904,4.7999999999603915e-05,2.9999999999752447e-06,4.7999999999603915e-05,0.0001989999999998382
