Host_Submission,Tpu_Comms,Tpu_Return,Inference,Total
7.299999999998974e-05,0.001142999999999894,4.000000000115023e-06,0.001142999999999894,0.0012199999999999989
6.799999999995698e-05,0.0011179999999999524,2.0000000000575113e-06,0.0011179999999999524,0.0011879999999999669
8.300000000005525e-05,0.0011209999999999276,4.999999999810711e-06,0.0011209999999999276,0.0012089999999997936
6.500000000020378e-05,0.0011499999999999844,2.9999999999752447e-06,0.0011499999999999844,0.0012180000000001634
5.999999999994898e-05,0.001104000000000216,3.799999999998249e-05,0.001104000000000216,0.0012020000000001474
