Host_Submission,Tpu_Comms,Tpu_Return,Inference,Total
0.0003690000000000637,0.0013490000000002667,8.999999999970143e-05,0.0013490000000002667,0.0018080000000000318
0.003606999999999694,0.00010400000000032605,2.9999999999752447e-06,0.00010400000000032605,0.003713999999999995
0.003373999999999988,8.199999999991547e-05,2.9999999999752447e-06,8.199999999991547e-05,0.003458999999999879
0.001538999999999735,0.00040500000000021075,5.699999999997374e-05,0.00040500000000021075,0.0020009999999999195
0.0006170000000000897,0.001262999999999792,0.00017300000000020077,0.001262999999999792,0.0020530000000000825
0.0006979999999998654,0.0012750000000001371,0.00012100000000003774,0.0012750000000001371,0.0020940000000000403
0.0008360000000000589,0.0010829999999999451,7.100000000015427e-05,0.0010829999999999451,0.0019900000000001583
0.00021100000000018326,0.0013760000000000439,3.799999999998249e-05,0.0013760000000000439,0.0016250000000002096
0.0010129999999999306,0.0011060000000000514,0.0001770000000003158,0.0011060000000000514,0.002296000000000298
0.0009220000000000894,0.0010049999999999226,0.00010299999999996423,0.0010049999999999226,0.0020299999999999763
0.000564000000000231,0.0013329999999998066,0.00012999999999996348,0.0013329999999998066,0.002027000000000001
0.001851000000000047,0.0006490000000001217,0.00018799999999985495,0.0006490000000001217,0.0026880000000000237
0.0032929999999999904,7.299999999998974e-05,2.0000000000575113e-06,7.299999999998974e-05,0.0033680000000000376
0.0016329999999999956,0.0006780000000001785,0.00021199999999987895,0.0006780000000001785,0.002523000000000053
0.0025120000000000697,0.0001020000000000465,5.000000000032756e-06,0.0001020000000000465,0.002619000000000149
0.0007729999999996906,0.0013700000000000934,0.008345999999999965,0.0013700000000000934,0.010488999999999749
0.0032919999999998506,8.300000000005525e-05,4.300000000001525e-05,8.300000000005525e-05,0.003417999999999921
0.0005039999999998379,0.001330999999999971,0.003222000000000058,0.001330999999999971,0.005056999999999867
0.0010430000000001272,0.0008799999999999919,0.000344000000000122,0.0008799999999999919,0.002267000000000241
0.0004780000000002005,0.0013440000000000119,0.0001449999999998397,0.0013440000000000119,0.001967000000000052
