Host_Submission,Tpu_Comms,Tpu_Return,Inference,Total
8.199999999991547e-05,0.00010500000000002174,5.000000000254801e-06,0.00010500000000002174,0.00019200000000019202
7.00000000000145e-05,0.00010599999999971743,8.999999999925734e-06,0.00010599999999971743,0.00018499999999965766
6.299999999992423e-05,0.00010599999999971743,6.000000000394579e-06,0.00010599999999971743,0.00017500000000003624
2.9999999999752447e-05,0.00011200000000011201,2.9999999999752447e-06,0.00011200000000011201,0.0001449999999998397
2.6999999999777202e-05,0.00010799999999999699,2.9999999999752447e-06,0.00010799999999999699,0.00013799999999974943
2.299999999966218e-05,0.00011500000000008725,2.9999999999752447e-06,0.00011500000000008725,0.00014099999999972468
2.300000000010627e-05,0.00011499999999964317,3.000000000419334e-06,0.00011499999999964317,0.00014100000000016877
0.00031800000000004047,0.00010500000000002174,2.000000000279556e-06,0.00010500000000002174,0.00042500000000034177
7.100000000015427e-05,9.999999999976694e-05,1.9999999998354667e-06,9.999999999976694e-05,0.00017299999999975668
5.999999999994898e-05,9.199999999998099e-05,1.9999999998354667e-06,9.199999999998099e-05,0.00015399999999976544
0.00014799999999981495,0.00010400000000032605,8.999999999925734e-06,0.00010400000000032605,0.00026100000000006673
8.999999999992347e-05,0.00010899999999991472,2.9999999999752447e-06,0.00010899999999991472,0.00020199999999981344
9.700000000001374e-05,0.00010400000000010401,2.9999999999752447e-06,0.00010400000000010401,0.000204000000000093
9.40000000000385e-05,0.00010599999999993948,2.0000000000575113e-06,0.00010599999999993948,0.00020200000000003548
8.999999999992347e-05,9.799999999993148e-05,2.9999999999752447e-06,9.799999999993148e-05,0.0001909999999998302
7.700000000010476e-05,9.799999999993148e-05,1.100000000020529e-05,9.799999999993148e-05,0.00018600000000024153
6.299999999992423e-05,0.00011899999999975819,3.000000000419334e-06,0.00011899999999975819,0.00018500000000010175
7.299999999998974e-05,9.400000000026054e-05,2.9999999999752447e-06,9.400000000026054e-05,0.00017000000000022553
6.299999999992423e-05,0.00010399999999988196,2.9999999999752447e-06,0.00010399999999988196,0.00016999999999978144
7.00000000000145e-05,0.0001020000000000465,1.4999999999876223e-05,0.0001020000000000465,0.00018699999999993722
5.900000000003125e-05,0.00010099999999990672,3.0000000001972893e-06,0.00010099999999990672,0.00016300000000013526
5.8000000000113516e-05,0.00010699999999985721,2.0000000000575113e-06,0.00010699999999985721,0.00016700000000002824
9.499999999995623e-05,9.600000000009601e-05,2.9999999999752447e-06,9.600000000009601e-05,0.00019400000000002748
7.80000000000225e-05,0.00010399999999988196,2.0000000000575113e-06,0.00010399999999988196,0.00018399999999996197
7.00000000000145e-05,9.999999999998899e-05,8.000000000008e-06,9.999999999998899e-05,0.00017800000000001148
0.00023200000000000998,8.099999999999774e-05,8.000000000008e-06,8.099999999999774e-05,0.0003210000000000157
9.900000000007125e-05,0.0001020000000000465,1.3000000000040757e-05,0.0001020000000000465,0.0002140000000001585
0.00010399999999988196,9.300000000012076e-05,2.9999999999752447e-06,9.300000000012076e-05,0.00019999999999997797
6.500000000020378e-05,0.00010900000000013677,4.999999999810711e-06,0.00010900000000013677,0.00017900000000015126
8.000000000008001e-05,9.400000000026054e-05,2.9999999999752447e-06,9.400000000026054e-05,0.0001770000000003158
6.800000000017903e-05,0.00010799999999999699,2.9999999999752447e-06,0.00010799999999999699,0.00017900000000015126
7.400000000012952e-05,0.00010099999999990672,2.9999999999752447e-06,0.00010099999999990672,0.00017800000000001148
7.00000000000145e-05,0.00010100000000012876,1.0999999999983245e-05,0.00010100000000012876,0.0001820000000001265
7.599999999996498e-05,8.60000000000305e-05,2.9999999999752447e-06,8.60000000000305e-05,0.00016499999999997073
6.899999999987472e-05,0.00010299999999996423,3.0000000001972893e-06,0.00010299999999996423,0.00017500000000003624
9.000000000014552e-05,8.699999999972619e-05,1.6000000000016e-05,8.699999999972619e-05,0.0001929999999998877
6.299999999992423e-05,0.00010699999999985721,1.0000000000065512e-05,0.00010699999999985721,0.00017999999999984695
5.2999999999858716e-05,0.0001129999999998077,2.9999999999752447e-06,0.0001129999999998077,0.00016899999999964166
6.4000000000064e-05,0.00010899999999969268,5.999999999950489e-06,0.00010899999999969268,0.00017899999999970717
6.800000000017903e-05,9.299999999989872e-05,2.9999999999752447e-06,9.299999999989872e-05,0.000164000000000053
0.00015100000000001224,7.80000000000225e-05,2.9999999999752447e-06,7.80000000000225e-05,0.00023200000000000998
