0,0.00024756999482633546
1,0.00014388899580808356
2,5.565999890677631e-05
3,4.693999653682113e-05
4,4.27370032412e-05
5,4.2762003431562334e-05
6,4.222799907438457e-05
7,4.161700053373352e-05
8,4.17199989897199e-05
9,4.171699401922524e-05
10,4.184999852441251e-05
11,4.163500125287101e-05
12,4.182599514024332e-05
13,4.357700527179986e-05
14,4.1971994505729526e-05
15,4.1886996768880635e-05
16,4.2138002754654735e-05
17,4.2001003748737276e-05
18,4.1665000026114285e-05
19,4.230999911669642e-05
20,4.196400550426915e-05
21,4.1735002014320344e-05
22,4.689599882112816e-05
23,4.181200347375125e-05
24,4.2003004637081176e-05
25,4.18030031141825e-05
26,4.1880994103848934e-05
27,4.17300034314394e-05
28,4.178300150670111e-05
29,4.1649000195320696e-05
30,4.205499863019213e-05
31,4.156599607085809e-05
32,4.166000144323334e-05
33,4.161000106250867e-05
34,4.1806000808719546e-05
35,4.1570005123503506e-05
36,4.1638995753601193e-05
37,4.209700273349881e-05
38,4.15559989050962e-05
39,4.1785999201238155e-05
40,4.157500370638445e-05
41,4.533500032266602e-05
42,4.1717998101376e-05
43,4.1745995986275375e-05
44,4.189500032225624e-05
45,7.714999810559675e-05
46,6.174299778649583e-05
47,4.349400114733726e-05
48,4.344800254330039e-05
49,4.51199957751669e-05
50,4.2382001993246377e-05
51,4.169099702266976e-05
52,4.183100099908188e-05
53,4.193900531390682e-05
54,4.162400000495836e-05
55,4.212599742459133e-05
56,4.1658997361082584e-05
57,4.164999700151384e-05
58,4.331999662099406e-05
59,4.192800406599417e-05
60,4.2601997847668827e-05
61,4.177400114713237e-05
62,4.1979001252911985e-05
63,4.190199979348108e-05
64,4.231000639265403e-05
65,4.1769999370444566e-05
66,4.198600072413683e-05
67,4.201599949738011e-05
68,4.20319993281737e-05
69,4.177699884166941e-05
70,4.200099647277966e-05
71,4.193300264887512e-05
72,4.207900201436132e-05
73,4.1763996705412865e-05
74,4.17159972130321e-05
75,4.2134000977966934e-05
76,4.177499795332551e-05
77,4.760299634654075e-05
78,4.371799877844751e-05
79,4.315400292398408e-05
80,4.3622996599879116e-05
81,4.2408995795995e-05
82,4.2043997382279485e-05
83,4.181700205663219e-05
84,4.216600063955411e-05
85,4.259499837644398e-05
86,4.68179932795465e-05
87,4.162600089330226e-05
88,4.2095998651348054e-05
89,4.37339986092411e-05
90,4.3111002014484257e-05
91,4.2627994844224304e-05
92,4.269300552550703e-05
93,4.2216997826471925e-05
94,4.1719002183526754e-05
95,4.2029998439829797e-05
96,4.1947001591324806e-05
97,4.2081999708898365e-05
98,4.21090007876046e-05
99,4.212700150674209e-05
100,4.2611005483195186e-05
